• Annualize FY 2017 Holdbacks and Rescissions,"-20,860,983",,
• Consolidate Mental Health and Substance Abuse Advocacy Organizations,"-1,084,523",,
Reflects reduced resource requirements resulting from the reorganization of behavioral health boards and councils.,,,
• Reduce Funding for Connecticut Mental Health Center,"-946,845",,
• Reduce Funding for Other Expenses,"-332,394",,
• Fund Legal Services at Amount Required Under Consent Decree,"-298,861",,
,,,
B-49,,,
,,,
PSYCHIATRIC SECURITY REVIEW BOARD,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"266,610","4,834","271,444"
Other Expenses,"27,203",-816,"26,387"
TOTAL-General Fund,"293,813","4,018","297,831"
TOTAL - ALL FUNDS,"293,813","4,018","297,831"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Adjust Funding for Personal Services,,,"7,500"
• Annualize FY 2017 Holdbacks,,,"-3,482"
,,,
B-50,,,
,,,
DEPARTMENT OF TRANSPORTATION,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
SPECIAL TRANSPORTATION FUND,,,
Personal Services,"177,091,980","857,581","177,949,561"
Other Expenses,"52,314,223","1,336,400","53,650,623"
Equipment,"1,341,329","33,000","1,374,329"
Minor Capital Projects,"449,639",0,"449,639"
Highway Planning And Research,"3,060,131",0,"3,060,131"
Rail Operations,"166,249,813","7,120,888","173,370,701"
Bus Operations,"154,842,551","3,010,148","157,852,699"
ADA Para-transit Program,"37,041,190","998,256","38,039,446"
Non-ADA Dial-A-Ride Program,"576,361","-576,361",0
Pay-As-You-Go Transportation Projects,"14,589,106","-959,337","13,629,769"
Port Authority,"400,000",0,"400,000"
Airport Operations,"3,750,000",0,"3,750,000"
TOTAL-Special Transportation Fund,"611,706,323","11,820,575","623,526,898"
TOTAL - ALL FUNDS,"611,706,323","11,820,575","623,526,898"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize Rail Operations Expenditures,,,"7,120,888"
,"Adjusts funding for the Metro-North Railroad and Shoreline East subsidies based on trends in revenues and expenditures, and provides funding for the New",,
Haven-Hartford-Springfield (intercity services) and Hartford Line (commuter service) operations.,,,
• Annualize Bus Operations Expenditures,,,"4,519,897"
,Reflects adjustments for labor contract and benefit increases across all transit operators; the expiration of CMAQ funding to cover 80% of the CTFastrak subsidy;,,
and the continuation of CTFastrak East service to Manchester and Storrs.,,,
• Fund Positions for Let's Go CT,,,"1,787,960"
,"Provides additional positions for Let's Go CT including 48 Engineers, 7 Planners, 14 Rail Officers, 2 Supervising Engineers, 1 Supervising Planner, 2 Supervising",,
"Rail Officers, and 10 Maintainers, as well as 2 Planning Analysts for transit-oriented development initiatives.",,,
• Annualize Funding to Purchase Road Salt,,,"1,500,000"
DOT's estimate of road salt need based on average trends.,,,
• Annualize ADA Paratransit Expenditures,,,"998,256"
Adjusts funding for the subsidy based on trends in revenues and expenditures.,,,
• Establish Eight Positions For Infrastructure Program,,,"449,772"
Funding is provided to hire 4 Planning Managers and 4 Transportation Engineers to shift less complex projects to the Bureau of Highway Operations for the,,,
"administration of various infrastructure programs through competitively procured Department of Administrative contracts, in lieu of the traditional design-bid-build",,,
"process. The Transportation Engineers will perform scoping of the proposed work, provide technical support to the field inspectors and assist the Planning Manager",,,
in the development and administration of DAS contracts. This change will allow the DOT to deploy contractors to address certain infrastructure improvements in,,,
a more streamlined timeline.,,,
,,,
• Annualize Funding for 36 Positions,"702,768",,
"Annualizes funding for 18 Engineers, 1 Property Agent, and 17 Maintenance positions included in the Let's Go CT transportation plan.",,,
• Transfer Ownership of 25 Sigourney Street from the Department of Administrative Services,"456,400",,
• Provide Funding for Ten Additional Bridge Inspection Staff,"30,081",,
Funding is provided for 3 Transportation Engineers and 2 Transportation Bridge Safety Inspectors in FY 2018. These positions would allow more inspection work,,,
"to be brought in-house. Since the majority of the work performed will be project-related, bonding will cover 90% of these position costs. The funding reflects an",,,
"October 1, 2017 start date.",,,
,,,
B-51,,,
,,,
• Eliminate Non-ADA Dial-A-Ride Program,"-576,361",,
• Fund Transit District Equipment Through the Capital Program,"-1,509,749",,
• Annualize FY 2017 Rescissions,"-3,659,337",,
,,,
B-52,,,
,,,
DEPARTMENT OF SOCIAL SERVICES,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"115,246,776","5,237,533","120,484,309"
Other Expenses,"144,502,439","-22,399,664","122,102,775"
HUSKY Performance Monitoring,"158,143","-158,143",0
Genetic Tests in Paternity Actions,"84,439","-2,533","81,906"
State-Funded Supplemental Nutrition Assistance Program,"430,926","-369,044","61,882"
HUSKY B Program,"4,350,000","710,000","5,060,000"
Medicaid,"2,447,241,261","71,078,739","2,518,320,000"
Old Age Assistance,"38,833,056","58,623","38,891,679"
Aid To The Blind,"627,276","-44,561","582,715"
Aid To The Disabled,"61,941,968","-491,405","61,450,563"
Temporary Family Assistance,"89,936,233","-14,804,521","75,131,712"
Emergency Assistance,1,0,1
Food Stamp Training Expenses,"10,136","-4,237","5,899"
DMHAS-Disproportionate Share,"108,935,000",0,"108,935,000"
Connecticut Home Care Program,"40,190,000","-5,780,000","34,410,000"
Human Resource Development-Hispanic Programs,"798,748","-688,521","110,227"
Community Residential Services,"536,616,053","-14,975,443","521,640,610"
Protective Services for the Elderly,"478,300","-478,300",0
Safety Net Services,"2,108,684","-666,660","1,442,024"
Refunds Of Collections,"97,628","-2,929","94,699"
Services for Persons With Disabilities,"477,130","-134,859","342,271"
Nutrition Assistance,"400,911","-147,287","253,624"
State Administered General Assistance,"22,816,579","-1,885,022","20,931,557"
Connecticut Children's Medical Center,"13,048,630","-3,555,752","9,492,878"
Community Services,"1,004,208","-732,473","271,735"
Human Service Infrastructure Community Action Program,"2,736,957","-1,301,236","1,435,721"
Teen Pregnancy Prevention,"1,456,227","-749,957","706,270"
Family Programs - TANF,"362,927","-310,121","52,806"
Domestic Violence Shelters,"5,158,570","-154,756","5,003,814"
Hospital Supplemental Payments,"40,042,700","-40,042,700",0
Human Resource Development-Hispanic Programs - Municipality,"4,719","-4,032",687
Teen Pregnancy Prevention - Municipality,"114,876","-59,161","55,715"
Community Services - Municipality,"70,742","-70,742",0
TOTAL-General Fund,"3,680,282,243","-32,929,164","3,647,353,079"
SPECIAL TRANSPORTATION FUND,,,
Family Programs - TANF,"2,370,629",0,"2,370,629"
TOTAL-Special Transportation Fund,"2,370,629",0,"2,370,629"
,,,
B-53,,,
,,,
TOTAL - ALL FUNDS,"3,682,652,872","-32,929,164","3,649,723,708"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Provide Additional Funding to Reflect Anticipated Entitlement Program Requirements,,,"147,776,495"
• Provide Funding to Support Community Residential Services Program Placements,,,"12,805,359"
• Annualize Funding in Personal Services to Meet Federal Timely Processing Requirements,,,"6,520,000"
• Annualize FY 2017 Holdbacks and Rescissions,,,"-15,707,455"
• Adjust Funding to Reflect FY 2017 Expenditure Levels,,,"-3,113,318"
• Reduce Funding to Align with Available Resources - Medicaid and Other Expenses,,,"-92,702,199"
"FY 2018 funding for Medicaid and Other Expenses are reduced by $75.0 million and $17.7 million, respectively.",,,
• Reduce Funding to Align with Available Resources - Non-Entitlement Programs,,,"-28,918,830"
,"After annualizing the FY 2017 holdbacks, the remaining balance of funding is reduced by 5% for Community Residential Services, 10% for Safety Net Services",,
,"and Services for Persons with Disabilities, by 20% for Nutrition Assistance, by 30% for Human Service Infrastructure Community Action Program, by 40% for",,
"Food Stamp Training Expenses, and by 50% for Community Services and Teen Pregnancy Prevention.",,,
• Eliminate Balance of Funding for Hospital Supplemental Payments,,,"-35,635,939"
• Suspend Intake to the State-Funded Connecticut Home Care Program,,,"-6,980,000"
• Reduce Enhanced Reimbursement for Primary Care Providers by 10%,,,"-5,500,000"
• Phase Down State Support for Connecticut Children's Medical Center,,,"-3,164,293"
• Review and Restructure Waiver Benefits,,,"-2,100,000"
• Eliminate Home Health Add-Ons,,,"-1,900,000"
• Eliminate Funding for Various Non-Entitlement Programs,,,"-927,746"
,"After annualizing the FY 2017 holdbacks and rescissions, the remaining balance of funding for the following programs is eliminated:  Human Resource",,
Development - Hispanic Programs and Fatherhood Initiative (TANF - Family Programs).,,,
• Eliminate Funding for Certain Programs,,,"-777,011"
"Funding for the following programs is eliminated:  (1) Safety Net Services - Community Action Agency of New Haven, New Opportunities, TEAM, Inc. and Greater",,,
Bridgeport Adolescent Pregnancy Prevention Program; (2) Services for Persons with Disabilities -  Brain Injury Alliance of Connecticut; (3) Nutrition Assistance,,,
"- Covenant Soup Kitchen and Manchester Area Conference of Churches; and (4) Community Services - Christian Community Action, Person-to-Person, Inc.",,,
and Jewish Federation Association of Connecticut.,,,
• Utilize SSBG to Fund Protective Services for the Elderly Requirements,"-772,320",,
• Revise PCMH+ by Delaying Implementation of Wave 2 and Continuing Wave 1 with a Lower Add-On Payment Level,"-700,000",,
• Close Stamford Regional Office,"-454,300",,
• Shift Funding to the Social Services Block Grant (SSBG),"-422,673",,
"Historically, programs under SSBG have not been subject to the reductions that General Fund programs have been subject to.  With the exception of programs",,,
"under the Department of Housing, allocations under SSBG are reduced by 5%.  In its place, General Fund dollars are transferred from the Human Service",,,
Infrastructure Community Action Program account to SSBG.,,,
• Eliminate Fast Track under the Connecticut Home Care Program for Elders,"-130,000",,
• Eliminate Funding for the State-Funded Supplemental Nutrition Assistance Program,"-124,934",,
,,,
B-54,,,
,,,
STATE DEPARTMENT ON AGING,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"2,281,378","-233,759","2,047,619"
Other Expenses,"123,213","-9,856","113,357"
Programs for Senior Citizens,"5,895,383","-670,961","5,224,422"
TOTAL-General Fund,"8,299,974","-914,576","7,385,398"
INSURANCE FUND,,,
Fall Prevention,"376,023",0,"376,023"
TOTAL-Insurance Fund,"376,023",0,"376,023"
TOTAL - ALL FUNDS,"8,675,997","-914,576","7,761,421"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Reduce Funding to Align with Available Resources,,,"-491,851"
,"Funding is reduced by 10% for the Center for Medicare Advocacy, by 25% for the statewide respite care program and by $14,000 for CHOICES Medicare Part D",,
Assistance. Funding is eliminated for Las Perlas Hispanas Senior Center.,,,
• Annualize FY 2017 Holdbacks and Rescissions,,,"-272,158"
• Eliminate Funding for Vacant Regional Long Term Care Ombudsman Position,,,"-90,466"
• Utilize Federal Funds to Support Research Analyst,,,"-35,595"
• Eliminate Funding for Vacant Field Representative Position,,,"-24,506"
,,,
B-55,,,
,,,
DEPARTMENT OF REHABILITATION SERVICES,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"4,758,165","1,047,453","5,805,618"
Other Expenses,"1,447,495","-102,133","1,345,362"
Part-Time Interpreters,"1,423","-1,423",0
Educational Aid for Blind and Visually Handicapped Children,"4,040,237","-2,155,319","1,884,918"
Employment Opportunities - Blind & Disabled,"1,032,521","-554,128","478,393"
Vocational Rehabilitation - Disabled,"7,354,087","-441,244","6,912,843"
Supplementary Relief and Services,"88,618","-47,432","41,186"
Special Training for the Deaf Blind,"268,003","-178,377","89,626"
Connecticut Radio Information Service,"50,724","-50,724",0
Independent Living Centers,"372,967","-372,967",0
TOTAL-General Fund,"19,414,240","-2,856,294","16,557,946"
WORKERS' COMPENSATION FUND,,,
Personal Services,"534,113","-20,000","514,113"
Other Expenses,"503,822","-450,000","53,822"
Rehabilitative Services,"1,261,913","-150,000","1,111,913"
Fringe Benefits,"410,485","20,000","430,485"
TOTAL-Workers' Compensation Fund,"2,710,333","-600,000","2,110,333"
TOTAL - ALL FUNDS,"22,124,573","-3,456,294","18,668,279"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Reduce Funding for the Children's Services Program,,,"-2,084,917"
• Annualize FY 2017 Holdbacks and Rescissions,,,"-1,076,139"
• Adjust Workers' Compensation Fund to Reflect FY 2017 Expenditure Level,,,"-600,000"
• Reduce Funding to Align with Available Resources,,,"-506,711"
,"Funding is reduced by 10% for Employment Opportunities, Supplementary Relief and Services and Special Training for the Deaf Blind.",,
• Eliminate Funding for Connecticut Radio Information Service and Independent Living Centers.,,,"-229,479"
• Adjust Funding to Reflect FY 2017 Expenditure Levels,,,"31,774"
• Transfer the Abuse and Neglect Division from OPA to DORS,,,"1,009,178"
Reflects the transfer of the abuse and neglect functions from the Office of Protection and Advocacy as required under PA 16-66.,,,
,,,
B-56,,,
,,,
DEPARTMENT OF EDUCATION,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"18,965,022","-1,646,502","17,318,520"
Other Expenses,"3,624,378","-573,656","3,050,722"
"Development of Mastery Exams Grades 4, 6, and 8","13,343,315","-3,567,464","9,775,851"
Primary Mental Health,"395,518","-39,552","355,966"
"Leadership, Education, Athletics in Partnership (LEAP)","625,045","-625,045",0
Adult Education Action,"222,834","-17,826","205,008"
Connecticut Pre-Engineering Program,"225,758","-225,758",0
Connecticut Writing Project,"63,360","-63,360",0
Resource Equity Assessments,"149,310","-14,931","134,379"
Neighborhood Youth Centers,"1,048,664","-1,048,664",0
Longitudinal Data Systems,"1,347,717","-134,772","1,212,945"
Sheff Settlement,"11,368,413","-341,052","11,027,361"
CommPACT Schools,"350,000","-350,000",0
Parent Trust Fund Program,"439,823","-439,823",0
Regional Vocational-Technical School System,"163,367,535","-6,634,928","156,732,607"
Commissioner’s Network,"12,121,553","-1,212,155","10,909,398"
New or Replicated Schools,"388,015","91,985","480,000"
Bridges to Success,"188,500","-188,500",0
K-3 Reading Assessment Pilot,"2,646,200","-264,620","2,381,580"
Talent Development,"6,095,115","-3,095,115","3,000,000"
Common Core,"4,126,767","-2,626,767","1,500,000"
Alternative High School and Adult Reading Incentive Program,"188,500","-188,500",0
Special Master,"903,614","-903,614",0
School-Based Diversion Initiative,"942,500","-94,250","848,250"
American School For The Deaf,"9,543,829","-1,212,066","8,331,763"
Regional Education Services,"606,172","-606,172",0
Family Resource Centers,"7,894,843","-3,947,420","3,947,423"
Charter Schools,"110,835,808","-1,627,808","109,208,000"
Youth Service Bureau Enhancement,"668,927","-20,068","648,859"
Child Nutrition State Match,"2,201,390","152,610","2,354,000"
Health Foods Initiative,"3,985,367","514,633","4,500,000"
Vocational Agriculture,"10,544,937","-1,054,494","9,490,443"
Adult Education,"20,383,960",0,"20,383,960"
Health and Welfare Services Pupils Private Schools,"3,526,579",0,"3,526,579"
Education Equalization Grants,"2,027,587,120","-515,833,717","1,511,753,403"
Bilingual Education,"3,164,800",0,"3,164,800"
Priority School Districts,"42,337,171","-42,337,171",0
,,,
B-57,,,
,,,
Young Parents Program,"212,318","-212,318",0
Interdistrict Cooperation,"6,353,391","-6,353,391",0
School Breakfast Program,"2,225,669","-66,769","2,158,900"
Excess Cost - Student Based,"135,555,731","55,793,101","191,348,832"
Youth Service Bureaus,"2,651,516","-53,030","2,598,486"
Open Choice Program,"40,258,605","-2,167,966","38,090,639"
Magnet Schools,"313,058,158",0,"313,058,158"
After School Program,"4,866,695","-2,433,348","2,433,347"
TOTAL-General Fund,"2,991,600,442","-545,670,263","2,445,930,179"
TOTAL - ALL FUNDS,"2,991,600,442","-545,670,263","2,445,930,179"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Fund Special Education Grant at Uncapped Level,,,"55,793,101"
• Adjust Funding to Reflect FY 2017 Expenditure Levels,,,"733,284"
• Provide Funding for Final Year of J.M. Wright Phase In,,,"266,098"
• Reduce ECS Funding,,,"-515,833,717"
• Eliminate Funding for Priority School Districts,,,"-42,337,171"
• Reduce Funding to Align with Available Resources,,,"-16,314,354"
,"Funding is reduced by 10% for Other Expenses, Primary Mental Health, Longitudinal Data Systems, Commissioner's Network, K-3 Reading Assessment Pilot",,
,and School-Based Diversion Inititative; by 50% for Family Resource Centers and the After School Program; by approximately 48% for Talent Development;,,
approximately 60% for Common Core; by $2.5 million in Development of Mastery Exams; and 10% for American School for the Deaf.,,,
• Annualize FY 2017 Holdbacks and Rescissions,,,"-16,751,401"
• Eliminate Funding for Various Discretionary Grants,,,"-8,065,013"
Funding for the following lower priority or non-statewide programs is eliminated in order to preserve funding for programs that are the core mission of the,,,
"agency: Leadership, Education, Athletics in Partnership (LEAP), Connecticut Writing Project, Resource Equity Assessments, Neighborhood Youth Centers,",,,
"CommPACT Schools, Parent Trust Fund Program, Bridges to Success, Alternative High School and Adult Reading Incentive Program, Special Master, Regional",,,
"Education Services, and the Young Parents Program.",,,
• Adjust Funding for Choice Programs,"-2,462,839",,
"Funding is adjusted for Local and State Charter Schools, Vocational Agriculture, Open Choice, and Magnet Schools. Statutes governing this aid specify that it",,,
"is ""within available appropriations.""",,,
• Reduce Funding for Personal Service Based on Attrition,"-698,251",,
,,,
B-58,,,
,,,
OFFICE OF EARLY CHILDHOOD,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"8,289,321","-497,359","7,791,962"
Other Expenses,"321,367","90,360","411,727"
Children's Trust Fund,"11,320,721","-866,950","10,453,771"
Birth to Three,"24,686,804","6,700,000","31,386,804"
Community Plans for Early Childhood,"659,734","-659,734",0
Improving Early Literacy,"142,500","-142,500",0
Evenstart,"451,250","-451,250",0
Head Start Services,"5,744,162","-557,184","5,186,978"
Care4Kids TANF/CCDF,"122,130,084","-7,400,000","114,730,084"
Child Care Quality Enhancements,"2,894,114","-86,823","2,807,291"
Early Head Start-Child Care Partnership,"1,165,721","-34,971","1,130,750"
Early Care and Education,"111,821,921",0,"111,821,921"
School Readiness Quality Enhancement,"4,172,930","-125,188","4,047,742"
TOTAL-General Fund,"293,800,629","-4,031,599","289,769,030"
TOTAL - ALL FUNDS,"293,800,629","-4,031,599","289,769,030"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Adjust Funding for Birth to Three Program,,,"7,440,604"
• Increase Staff to Comply with Federal Background Check Changes,,,"100,000"
• Reduce Funding For Care 4 Kids' Priority Groups Remaining Closed to New Applications During Fy 2018,,,"-7,400,000"
• Annualize FY 2017 Holdbacks,,,"-2,044,134"
,"To align budget growth with available resources, funding is reduced to reflect the continuation of allocated bottom-line lapses contained in Public Act 16-2 (May",,
Spec. Sess.).,,,
"• Eliminate Funding for Healthy Start, Community Plans for Early Childhood, and EvenStart",,,"-1,743,209"
• Reduce Funding for State Head Start Program,,,"-384,860"
• Reallocate Personal Service Funding to Other Expenses to Annualize Current Costs,,,0
,,,
B-59,,,
,,,
STATE LIBRARY,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"5,070,637","-50,706","5,019,931"
Other Expenses,"439,868","-26,188","413,680"
State-Wide Digital Library,"1,767,871","-883,935","883,936"
Interlibrary Loan Delivery Service,"284,774","-8,542","276,232"
Legal/Legislative Library Materials,"747,263","-373,631","373,632"
Computer Access,"90,000","-90,000",0
Support Cooperating Library Service Units,"190,000","-190,000",0
Connecticard Payments,"806,000","-104,780","701,220"
TOTAL-General Fund,"9,396,413","-1,727,782","7,668,631"
TOTAL - ALL FUNDS,"9,396,413","-1,727,782","7,668,631"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize FY 2017 Holdbacks and Rescissions,,,"-467,135"
• Reduce Funding to Align with Available Resources,,,"-1,260,647"
Funding is reduced by 10% for Connecticard and 50% for Legal/Legislative Library Materials and State-Wide Digital Library.,,,
• Eliminate Funding to Align with Available Resources,,,"-155,800"
Funding is eliminated for Cooperating Library Service Units and Computer Access.,,,
,,,
B-60,,,
,,,
OFFICE OF HIGHER EDUCATION,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"1,634,530","-130,762","1,503,768"
Other Expenses,"77,738","-6,218","71,520"
Minority Advancement Program,"1,845,041","-332,107","1,512,934"
Alternate Route to Certification,"47,883","-1,436","46,447"
National Service Act,"268,964","-48,412","220,552"
Minority Teacher Incentive Program,"366,705","-66,007","300,698"
Governor's Scholarship,"37,363,944","-1,120,918","36,243,026"
TOTAL-General Fund,"41,604,805","-1,705,860","39,898,945"
TOTAL - ALL FUNDS,"41,604,805","-1,705,860","39,898,945"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize FY 2017 Holdbacks and Rescissions,,,"-1,457,789"
• Reduce Funding to Align with Available Resources,,,"-248,071"
"Funding is reduced by 10% for Minority Advancement Program, National Service Act, and Minority Teacher Incentive Program.",,,
,,,
B-61,,,
,,,
UNIVERSITY OF CONNECTICUT,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Operating Expenses,"207,699,685","-8,159,389","199,540,296"
Workers' Compensation Claims,"3,045,682","-1,416,647","1,629,035"
Next Generation Connecticut,"19,072,546","-19,072,546",0
Kirklyn M. Kerr Grant Program,"100,000","-53,000","47,000"
TOTAL-General Fund,"229,917,913","-28,701,582","201,216,331"
TOTAL - ALL FUNDS,"229,917,913","-28,701,582","201,216,331"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize FY 2017 Holdbacks and Rescissions,,,"-9,031,292"
• Reduce Funding For Kirklyn M. Kerr Grant Program  to Align with Available Resources,,,"-50,000"
• Adjust Funding to Reflect FY 2017 Expenditure Levels,,,"-1,297,000"
,,,
B-62,,,
,,,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Operating Expenses,"115,911,785","-4,534,960","111,376,825"
AHEC,"406,723","-15,984","390,739"
Workers' Compensation Claims,"6,910,804","1,085,973","7,996,777"
Bioscience,"11,310,000","-11,310,000",0
TOTAL-General Fund,"134,539,312","-14,774,971","119,764,341"
TOTAL - ALL FUNDS,"134,539,312","-14,774,971","119,764,341"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Suspend the Bioscience Initiative,,,"-10,859,742"
• Annualize FY 2017 Holdbacks and Rescissions,,,"-5,229,381"
,,,
B-63,,,
,,,
TEACHERS' RETIREMENT BOARD,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"1,691,365","-190,537","1,500,828"
Other Expenses,"490,868","-22,734","468,134"
Retirement Contributions,"1,012,162,000","278,267,000","1,290,429,000"
Retirees Health Service Cost,"14,566,860",0,"14,566,860"
Municipal Retiree Health Insurance Costs,"5,392,897",0,"5,392,897"
TOTAL-General Fund,"1,034,303,990","278,053,729","1,312,357,719"
TOTAL - ALL FUNDS,"1,034,303,990","278,053,729","1,312,357,719"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Fund Teachers’ Retirement Pension System Based on the Actuarial Valuation,,,"278,267,000"
Fully funds the actuarially determined employer contribution.,,,
• Reduce Funding for Vacant Positions,,,"-135,880"
• Annualize FY 2017 Holdbacks,,,"-65,465"
,"To align budget growth with available resources, funding is reduced to reflect the continuation of allocated bottom-line lapses contained in Public Act 16-2 (May",,
Spec. Sess.).,,,
• Annualize a Portion of the FY 2017 Rescission,,,"-11,926"
,,,
B-64,,,
,,,
CONNECTICUT STATE COLLEGES AND UNIVERSITIES,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Workers' Compensation Claims,"3,571,674","-243,313","3,328,361"
Charter Oak State College,"2,424,330","-119,761","2,304,569"
Community Tech College System,"161,446,565","-6,397,319","155,049,246"
Connecticut State University,"153,640,756","-11,280,328","142,360,428"
Board of Regents,"446,390","-30,710","415,680"
Developmental Services,"9,469,836","-651,524","8,818,312"
Outcomes-Based Funding Incentive,"1,662,925","-114,409","1,548,516"
TOTAL-General Fund,"332,662,476","-18,837,364","313,825,112"
TOTAL - ALL FUNDS,"332,662,476","-18,837,364","313,825,112"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize FY 2017 Holdbacks and Rescissions,,,"-10,032,390"
• Reduce Funding to Align with Available Resources,,,"-8,804,974"
"Funding is reduced by 1.5% for Community Colleges, 3% for Charter Oak State College, Board of Regents, Developmental Services, and Outcomes-Based",,,
"Funding Initiative, and 4% for Connecticut State University and Workers' Compensation Claims.",,,
,,,
B-65,,,
,,,
DEPARTMENT OF CORRECTION,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"399,926,993","-21,638,953","378,288,040"
Other Expenses,"71,015,325","-3,863,552","67,151,773"
Workers' Compensation Claims,"23,677,850","3,193,744","26,871,594"
Inmate Medical Services,"85,297,457","-8,892,132","76,405,325"
Board of Pardons and Paroles,"7,165,288","-741,494","6,423,794"
Program Evaluation,"254,669","-254,669",0
Aid to Paroled and Discharged Inmates,"7,623","-4,623","3,000"
Legal Services To Prisoners,"773,446","23,554","797,000"
Volunteer Services,"137,180","-137,180",0
Community Support Services,"34,803,726","-3,524,484","31,279,242"
TOTAL-General Fund,"623,059,557","-35,839,789","587,219,768"
TOTAL - ALL FUNDS,"623,059,557","-35,839,789","587,219,768"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize Correctional Maintenance and Electrical Supervisor's Salary Adjustments,,,"107,990"
• Close a Facility and Correctional Housing Units,,,"-12,413,238"
• Annualize FY 2017 Holdbacks,,,"-10,693,242"
,"To align budget growth with available resources, funding is reduced to reflect the continuation of allocated bottom-line lapses contained in Public Act 16-2 (May",,
Spec. Sess.).,,,
• Adjust Funding for Inmate Medical Services,,,"-6,333,209"
• Adjust Funding to Reflect FY 2017 Expenditure Levels,,,"-3,823,258"
,This adjustment includes deficiency appropriation for Workers' Compensation Claims and an adjustment to actual expenses for Legal Services to Prisoners,,
along with reductions in Personal Services and Board of Pardons and Paroles to reflect anticipated expenditure levels based on current payrolls.,,,
• Reduce Funding to Align with Available Resources,,,"-2,684,832"
Funding is reduced by 10% for Community Support Services.  Funding is eliminated for Volunteer Services and Program Evaluation.,,,
,,,
B-66,,,
,,,
DEPARTMENT OF CHILDREN AND FAMILIES,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"273,254,796","-4,887,827","268,366,969"
Other Expenses,"30,636,026","-560,000","30,076,026"
Workers' Compensation Claims,"10,650,996","1,927,724","12,578,720"
Family Support Services,"913,974","23,106","937,080"
Homeless Youth,"2,329,087","-64,951","2,264,136"
Differential Response System,"7,748,997","597,389","8,346,386"
Regional Behavioral Health Consultation,"1,592,156","52,115","1,644,271"
Health Assessment and Consultation,"949,199","452,847","1,402,046"
Grants for Psychiatric Clinics for Children,"14,956,541","976,667","15,933,208"
Day Treatment Centers for Children,"6,740,978","467,315","7,208,293"
